Cxt gtf location,contig,interval ,Gene symbol
gene12829,tig00028589_CDS_5772_6584,,NIT2
gene12831,tig00028601_CDS_7024_7122,,MED6
gene12832,tig00028602_CDS_1307_1624,,TPPP
gene12833,tig00028607_CDS_17211_18400,,Mal-A1
gene12838,tig00028620_CDS_1702_2049,,NT5C3B
gene12845,tig00028633_CDS_5084_6043,,WIPI2
gene12847,tig00028658_CDS_10157_10432,,FRMPD3
gene12850,tig00028670_CDS_2746_2955,,RPL14
gene12857,tig00028720_CDS_4762_4998,,CAPZB
gene12863,tig00028757_CDS_12340_13590,,SUOX
gene12864,tig00028763_CDS_3193_3414,,PROSC
gene12872,tig00028817_CDS_10601_12076,,SPON1
gene12874,tig00028826_CDS_12497_12814,,NKX6-1
gene12876,tig00028830_CDS_14590_14901,,UBE2B
gene12875,tig00028830_CDS_1692_2426,,RIOK1
gene12882,tig00028860_CDS_12282_13493,,HADHA
gene12890,tig00028894_CDS_17736_18072,,Hr96
gene12894,tig00028906_CDS_15096_16049,,GNBPB3
gene12895,tig00028906_CDS_26587_26835,,GNBPB1
gene12898,tig00028912_CDS_2684_3442,,ALG10
gene12905,tig00028945_CDS_594_1001,,RBPMS2
gene12916,tig00028994_CDS_662_2122,,CLASRP
gene12918,tig00029002_CDS_2625_3568,,GPROAR1
gene12919,tig00029003_CDS_12359_12626,,GlcAT-S
gene12926,tig00029040_CDS_28299_28621,,aurB
gene12927,tig00029046_CDS_27662_28027,,COL11A1
gene12930,tig00029072_CDS_789_2318,,HSPA5
gene12935,tig00029092_CDS_18330_18812,,FZD7
gene12941,tig00029115_CDS_360_1892,,KIF4A
gene12944,tig00029137_CDS_15703_15972,,RYR2
gene12947,tig00029164_CDS_15786_15983,,COA3
gene12949,tig00029166_CDS_6557_7816,,ZNF362
gene12956,tig00029196_CDS_5179_5406,,rom-4
gene12958,tig00029198_CDS_1611_1826,,TNNT2
gene12960,tig00029199_CDS_7404_8204,,EMX2
gene12963,tig00029221_CDS_810_3758,,POLD1
gene12964,tig00029223_CDS_10813_11325,,Sec61alpha
gene12969,tig00029255_CDS_7283_7729,,WBP2
gene12970,tig00029256_CDS_2608_3156,,ZNF598
gene12972,tig00029269_CDS_3619_4757,,ZMYND10
gene12976,tig00029285_CDS_10544_10885,,SRP19
gene12977,tig00029296_CDS_2397_2941,,RCCD1
gene12978,tig00029310_CDS_13821_14607,,DHX35
gene12979,tig00029310_CDS_21878_22537,,NUBP2
gene12984,tig00029333_CDS_11818_13341,,ANKRD6
gene12990,tig00029366_CDS_269_602,,METTL4
gene12994,tig00029391_CDS_5587_5835,,beta-CA
gene13002,tig00029407_CDS_13513_14832,,AGPS
gene13001,tig00029407_CDS_6689_8008,,AGPS
gene13005,tig00029409_CDS_16977_17336,,ATG2B
gene13008,tig00029423_CDS_15832_16072,,PEF1
gene13011,tig00029437_CDS_561_865,,NRM
gene13014,tig00029460_CDS_12575_13585,,B3GNT1
gene13015,tig00029462_CDS_1938_2639,,RAD54L2
gene13022,tig00029503_CDS_14510_14776,,SKP1
gene13024,tig00029508_CDS_11031_12547,,pain
gene13023,tig00029508_CDS_770_3151,,pain
gene13034,tig00029570_CDS_29506_30195,,ORC4
gene13033,tig00029570_CDS_9983_10381,,ETH
gene13035,tig00029571_CDS_2887_3060,,SETD1B
gene13040,tig00029579_CDS_13314_13898,,l(2)06496
gene13047,tig00029624_CDS_7049_7199,,DGCR14
gene13048,tig00029627_CDS_4704_5723,,5-Mar
gene13049,tig00029628_CDS_21351_21730,,GFI1B
gene13052,tig00029641_CDS_13027_15033,,LRIG3
gene13058,tig00029684_CDS_16336_16655,,VDAC2
gene13065,tig00029701_CDS_1253_1450,,GTF2A1
gene13076,tig00029736_CDS_1959_2326,,SLC25A1
gene13082,tig00029779_CDS_514_822,,urah
gene13083,tig00029782_CDS_11352_12173,,FAM160B1
gene13088,tig00029810_CDS_17695_17868,,DHRS11
gene13089,tig00029810_CDS_31598_32161,,DHRS11
gene13087,tig00029810_CDS_4626_5189,,DHRS11
gene13091,tig00029825_CDS_12685_13248,,jim
gene13093,tig00029833_CDS_2223_4766,,SMC5
gene13095,tig00029846_CDS_3737_4366,,EXOSC2
gene13103,tig00029905_CDS_16150_16781,,MUS81
gene13102,tig00029905_CDS_5061_5942,,HM13
gene13106,tig00029928_CDS_16384_17240,,KIF4A
gene13110,tig00029937_CDS_2387_3598,,WWOX
gene13111,tig00029937_CDS_24708_25781,,ADAT3
gene13112,tig00029941_CDS_5835_6632,,prss16
gene13118,tig00029981_CDS_609_825,,CFAP20
gene13120,tig00030001_CDS_10706_11455,,EXD1
gene13121,tig00030001_CDS_11532_11795,,VMA21
gene13123,tig00030001_CDS_23898_24757,,CASPL2
gene13119,tig00030001_CDS_2671_3224,,ADRM1
gene13124,tig00030001_CDS_31777_33867,,NCAPD3
gene13131,tig00030017_CDS_19583_21443,,DNM1L
gene13135,tig00030049_CDS_13030_13290,,MKX
gene13142,tig00030082_CDS_11351_12003,,BTD
gene13144,tig00030093_CDS_5896_6036,,PICALM
gene13147,tig00030112_CDS_13413_13782,,GPR89A
gene13148,tig00030116_CDS_3801_5266,,ACO2
gene13150,tig00030131_CDS_40379_40604,,SCD
gene13151,tig00030135_CDS_2763_3173,,BAG6
gene13152,tig00030141_CDS_5492_6511,,5-Mar
gene13153,tig00030142_CDS_3409_4284,,FRY
gene13155,tig00030148_CDS_16778_18270,,BUB1
gene13156,tig00030172_CDS_6050_6511,,SIRT4
gene13160,tig00030179_CDS_2992_3198,,y
gene13168,tig00030231_CDS_9510_9818,,CCDC43
gene13176,tig00030255_CDS_8099_8394,,CD36
gene13177,tig00030257_CDS_3973_4281,,FAM177A1
gene13187,tig00030274_CDS_22881_25412,,tor
gene13191,tig00030298_CDS_1225_1734,,AGBL4
gene13192,tig00030298_CDS_14580_15587,,CYB5RL
gene13195,tig00030308_CDS_9345_9659,,STARD10
gene13198,tig00030324_CDS_20118_20321,,LRPAP1
gene13203,tig00030343_CDS_24874_25143,,ABCB10
gene13212,tig00030391_CDS_2871_3053,,UNC5C
gene13213,tig00030393_CDS_12852_13529,,SCG5
gene13223,tig00030437_CDS_2321_2465,,Lac2
gene13224,tig00030442_CDS_16466_17446,,htl
gene13229,tig00030489_CDS_17210_18208,,Or83c
gene13231,tig00030502_CDS_18435_20027,,TFAP4
gene13233,tig00030517_CDS_4294_5376,,ACTB
gene13236,tig00030529_CDS_8872_9321,,ZC3H11A
gene13240,tig00030533_CDS_17825_18352,,NUBP2
gene13243,tig00030540_CDS_19_348,,ATG10
gene13245,tig00030560_CDS_1_687,,ato
gene13248,tig00030568_CDS_9083_10591,,MAPKAP1
gene13254,tig00030592_CDS_19718_20017,,ImpL2
gene13265,tig00030646_CDS_13050_13415,,RABL3
gene13271,tig00030663_CDS_12454_13524,,GEN1
gene13277,tig00030711_CDS_13326_13604,,Ag5r
gene13278,tig00030711_CDS_15683_15958,,Ag5r
gene13279,tig00030719_CDS_47780_48406,,SRF
gene13292,tig00030771_CDS_18313_20292,,ARMC5
gene13291,tig00030771_CDS_2995_3419,,C2orf42
gene13293,tig00030778_CDS_16332_17252,,POC1A
gene13295,tig00030794_CDS_10768_10923,,Smim8
gene13297,tig00030801_CDS_5465_5564,,tomm7
gene13299,tig00030817_CDS_11135_13621,,INTU
gene13300,tig00030826_CDS_13657_13944,,RYR2
gene13302,tig00030831_CDS_4375_4584,,TMEM55A
gene13319,tig00030897_CDS_22497_22894,,amt-3
gene13327,tig00030941_CDS_3876_4600,,CES5A
gene13332,tig00030969_CDS_8112_9056,,NUP62
gene13334,tig00030970_CDS_8267_9940,,TMCC2
gene13337,tig00030988_CDS_2120_2548,,COA7
gene13340,tig00031019_CDS_5323_5742,,ZNF683
gene13343,tig00031036_CDS_13411_14238,,SNAPC3
gene13350,tig00031092_CDS_938_1201,,CYCS
gene13351,tig00031106_CDS_4587_4747,,LIN28A
gene13359,tig00031170_CDS_10682_11584,,EXOC6
gene13360,tig00031170_CDS_16806_18548,,UPF3B
gene13361,tig00031170_CDS_21088_21351,,MRPS28
gene13363,tig00031174_CDS_12395_12746,,CIB3
gene13367,tig00031182_CDS_7972_8144,,SELENOT
gene13375,tig00031232_CDS_31_785,,RNF4
gene13377,tig00031239_CDS_20237_20891,,STRAP
gene13380,tig00031261_CDS_209_1375,,GRWD1
gene13384,tig00031306_CDS_5070_7364,,TOP3A
gene13391,tig00031326_CDS_1784_3524,,KIAA1161
gene13392,tig00031342_CDS_11004_11230,,CALU
gene13399,tig00031386_CDS_16252_16965,,ACTL6A
gene13408,tig00031421_CDS_6581_7006,,NUDT19
gene13411,tig00031435_CDS_7163_7314,,CNOT1
gene13412,tig00031435_CDS_8867_9112,,RPL20B
gene13413,tig00031441_CDS_10008_10655,,AURKA
gene13421,tig00031506_CDS_24682_25014,,NCAPH
gene13426,tig00031549_CDS_3595_3777,,FZD7
gene13429,tig00031581_CDS_1014_2238,,topi
gene13432,tig00031588_CDS_18458_19048,,SNRPB
gene13431,tig00031588_CDS_1988_2664,,KIAA2013
gene13438,tig00031602_CDS_1259_3172,,SRPK2
gene13443,tig00031619_CDS_31275_31517,,CLIPB19
gene13446,tig00031644_CDS_16750_17746,,SLC7A1
gene13452,tig00031683_CDS_4747_5220,,NCAPD2
gene13462,tig00031806_CDS_9969_11543,,BMS1
gene13478,tig00031902_CDS_12224_12341,,PAK3
gene13493,tig00031966_CDS_11343_11924,,TAF8
gene13492,tig00031966_CDS_536_671,,TAF8
gene13495,tig00031967_CDS_17906_18355,,ZC3H11A
gene13499,tig00031991_CDS_8142_8312,,PHF14
gene13502,tig00032013_CDS_2505_2853,,Dscam
gene13508,tig00032015_CDS_32799_33590,,ALG8
gene13512,tig00032051_CDS_1758_5756,,NUP188
gene13515,tig00032072_CDS_547_684,,GLRX2
gene13517,tig00032080_CDS_5034_5675,,NELFCD
gene13518,tig00032084_CDS_9873_11102,,KIF3A
gene13519,tig00032098_CDS_1202_1955,,EPHX1
gene13522,tig00032098_CDS_20603_21323,,EPHX1
gene13525,tig00032133_CDS_2624_3154,,LMO1
gene13526,tig00032135_CDS_4627_4896,,CYCS
gene13528,tig00032142_CDS_1154_1804,,CTH
gene13530,tig00032152_CDS_29263_31437,,E75
gene13531,tig00032155_CDS_7017_7232,,TECPR2
gene13536,tig00032179_CDS_791_1342,,HIST1H1A
gene13543,tig00032250_CDS_1190_1756,,DHRS11
gene13544,tig00032250_CDS_8836_9009,,DHRS11
gene13547,tig00032272_CDS_6867_7124,,HAND2
gene13549,tig00032282_CDS_21611_22993,,RFWD2
gene13554,tig00032301_CDS_801_1484,,LRRC47
gene13555,tig00032306_CDS_2217_3681,,UBR4
gene13558,tig00032323_CDS_10336_11310,,PDZPH1P
gene13561,tig00032346_CDS_15847_16511,,cry
gene13570,tig00032388_CDS_24395_24644,,MPND
gene13571,tig00032389_CDS_2_1615,,AKAP9
gene13572,tig00032391_CDS_1004_2278,,ACADSB
gene13583,tig00032473_CDS_18178_19089,,PSMD12
gene13592,tig00032554_CDS_6935_7531,,HCCS
gene13609,tig00032615_CDS_364_491,,MOB4
gene13610,tig00032622_CDS_4943_5305,,UGCG
gene13611,tig00032648_CDS_10050_10424,,PDF
gene13616,tig00032683_CDS_17252_17443,,PLK1
gene13614,tig00032683_CDS_3059_4069,,TAMM41
gene13615,tig00032683_CDS_7460_8677,,GPALPP1
gene13617,tig00032691_CDS_12659_13267,,CPT1A
gene13621,tig00032714_CDS_6553_7941,,SCRT2
gene13622,tig00032725_CDS_17728_18114,,ING3
gene13631,tig00032782_CDS_34355_34816,,CCDC25
gene13634,tig00032800_CDS_25252_25788,,TIAL1
gene13640,tig00032852_CDS_25724_26527,,SPR
gene13647,tig00032872_CDS_2415_4247,,TEX10
gene13648,tig00032872_CDS_4816_5064,,PET100
gene13653,tig00032923_CDS_1726_2010,,COX15
gene13654,tig00032929_CDS_10718_10897,,RPS14
gene13661,tig00032960_CDS_16422_16706,,CYCS
gene13673,tig00033037_CDS_6078_6509,,CCDC134
gene13680,tig00033068_CDS_3152_3310,,RMND5A
gene13685,tig00033153_CDS_4435_5400,,CASZ1
gene13687,tig00033205_CDS_2573_2752,,Rab7
gene13688,tig00033214_CDS_1992_2846,,TRAF4
gene13692,tig00033227_CDS_2459_3757,,CIC
gene13693,tig00033233_CDS_10106_10329,,RPL31
gene13694,tig00033233_CDS_16261_17136,,UROD
gene13697,tig00033253_CDS_23608_24074,,APOA1BP
gene13698,tig00033256_CDS_8894_9778,,SAP30BP
gene13699,tig00033268_CDS_1346_2335,,RRAGB
gene13700,tig00033269_CDS_3776_4987,,YTHDF2
gene13708,tig00033313_CDS_13600_13788,,PTRHD1
gene13714,tig00033399_CDS_1043_2266,,PNLIP
gene13728,tig00033577_CDS_2973_6110,,GAPVD1
gene13729,tig00033617_CDS_13330_14258,,ASAH2
gene13730,tig00033619_CDS_25369_28512,,LRPPRC
gene13731,tig00033634_CDS_5964_6485,,UOX
gene13732,tig00033644_CDS_11503_11641,,NDUFB10
gene13734,tig00033666_CDS_10916_11204,,VGLL2
gene13737,tig00033670_CDS_20324_20812,,NOX5
gene13741,tig00033721_CDS_17938_19298,,ZRANB1
gene13742,tig00033736_CDS_14767_15174,,DDX39A
gene13751,tig00033832_CDS_14625_16693,,NOM1
gene13756,tig00033892_CDS_8218_8592,,CTH
gene13759,tig00033909_CDS_13291_13716,,CCDC53
gene13762,tig00033941_CDS_3939_4106,,RPS14
gene13763,tig00033969_CDS_5938_6903,,CYTH1
gene13764,tig00034021_CDS_7866_8651,,IVNS1ABP
gene13765,tig00034033_CDS_3134_3256,,ATG12
gene13767,tig00034061_CDS_21654_21884,,TBC1D19
gene13770,tig00034087_CDS_4474_4884,,SKP1
gene13771,tig00034101_CDS_2255_3536,,SQSTM1
gene13779,tig00034190_CDS_442_1062,,RPL11
gene13781,tig00034199_CDS_10233_10841,,TMBIM6
gene13787,tig00034228_CDS_1350_1996,,GTF2E1
gene13789,tig00034241_CDS_10355_10656,,RET
gene13794,tig00034278_CDS_3544_3834,,SHROOM2
gene13795,tig00034282_CDS_13135_13578,,MYO3B
gene13797,tig00034287_CDS_1147_1664,,RAD54L
gene13801,tig00034299_CDS_23748_23954,,SLC17A6
gene13814,tig00034458_CDS_19743_20309,,TRA2B
gene13820,tig00034517_CDS_3912_4685,,PSMA1
gene13821,tig00034542_CDS_23949_24191,,RANBP10
gene13822,tig00034581_CDS_12305_12775,,PPID
gene13824,tig00034643_CDS_20472_20734,,TSNARE1
gene13827,tig00034661_CDS_12166_12315,,dyn-1
gene13829,tig00034674_CDS_17448_20153,,brat
gene13832,tig00034728_CDS_7679_8989,,Dredd
gene13833,tig00034771_CDS_6329_6778,,MTAP
gene13834,tig00034783_CDS_13642_14805,,NKAIN4
gene13839,tig00034795_CDS_23690_24028,,WBSCR22
gene13845,tig00034935_CDS_1261_1365,,SSU72
gene13846,tig00034935_CDS_17776_18858,,LSG1
gene13852,tig00034964_CDS_1677_3729,,CDK5RAP2
gene13854,tig00034972_CDS_10431_12269,,IL16
gene13871,tig00035130_CDS_13553_13721,,SLC7A9
gene13877,tig00035167_CDS_12808_13476,,FIBCD1
gene13879,tig00035176_CDS_15674_16531,,ZMPSTE24
gene13882,tig00035187_CDS_13370_13744,,GNS
gene13880,tig00035187_CDS_5552_6052,,HSCB
gene13887,tig00035254_CDS_21172_21408,,SEC24C
gene13892,tig00035368_CDS_4246_6186,,hb
gene13903,tig00035486_CDS_15541_16356,,AAGAB
gene13904,tig00035533_CDS_1_5409,,DNAH12
gene13907,tig00035548_CDS_1498_1757,,TMTC1
gene13908,tig00035559_CDS_56_493,,ALKBH6
gene13911,tig00035619_CDS_10436_12139,,SNRK
gene13913,tig00035647_CDS_16354_16555,,EAF1
gene13915,tig00035688_CDS_12422_12742,,RPS19
gene13919,tig00035717_CDS_7501_8094,,CES5A
gene13929,tig00035914_CDS_6602_6946,,SKP1
gene13931,tig00035948_CDS_14878_15105,,TEX9
gene13937,tig00036041_CDS_11224_11420,,API5
gene13941,tig00036104_CDS_20295_20855,,Cht11
gene13943,tig00036177_CDS_23897_24276,,RCN2
gene13946,tig00036184_CDS_30239_30388,,SOAT2
gene13947,tig00036188_CDS_17640_18953,,WDR35
gene13952,tig00036268_CDS_7719_8579,,tkr-3
gene13961,tig00036556_CDS_10248_10427,,NDUFAB1
gene13964,tig00036645_CDS_5013_5570,,gcm
gene13972,tig00036810_CDS_16809_18664,,KIAA0196
gene13984,tig00036927_CDS_24456_25424,,RUNDC1
gene13986,tig00036929_CDS_3116_3402,,HAO1
gene13987,tig00036929_CDS_4272_4810,,HAO1
gene13994,tig00037169_CDS_23743_24858,,Gel
gene13998,tig00037286_CDS_13172_13504,,PDCD5
gene14009,tig00037613_CDS_14942_15436,,DOLK
gene14012,tig00037714_CDS_12561_13118,,NKX2-2.a
gene14013,tig00037714_CDS_18330_19166,,NKX2-2.b
gene14015,tig00037876_CDS_8936_9081,,DRGX
gene14020,tig00038177_CDS_3629_4060,,BCAR3
gene14023,tig00038613_CDS_17301_17756,,glipr2
gene14024,tig00039064_CDS_3131_3652,,PQLC3
gene14030,tig00040117_CDS_1143_1634,,FAM8A1
gene14032,tig00040395_CDS_1989_2477,,SLC24A2
gene14037,tig00041305_CDS_315_631,,TPST2
gene14039,tig00041529_CDS_2465_4756,,pain
gene14041,tig00041659_CDS_7373_8095,,NKX2-2
gene14042,tig00041905_CDS_9980_10768,,TTC17
gene14047,tig00042685_CDS_2720_3775,,KLF11
gene14049,tig00042804_CDS_1469_2491,,ANGEL1
gene14055,tig00044377_CDS_8678_8971,,TFAP4
gene14056,tig00044490_CDS_5581_5934,,PAFAH1B1
gene14062,tig00045305_CDS_2595_2888,,IDI1
gene14064,tig00045654_CDS_1623_2054,,PAFAH1B1
gene14067,tig00045843_CDS_1439_1765,,HS6ST1
gene14069,tig00045983_CDS_12718_14178,,PORCN
gene14070,tig00046083_CDS_3215_3435,,BHLHE22
gene14072,tig00046411_CDS_2908_3380,,dyl
gene14073,tig00046721_CDS_7749_8045,,PTPMT1
gene14075,tig00046804_CDS_5022_6089,,Mal-A1
gene14077,tig00047346_CDS_1307_1825,,WTAP
gene14078,tig00047436_CDS_11_375,,nAChRa1
gene14081,tig00047735_CDS_3184_4398,,DAZAP1
gene14083,tig00047782_CDS_355_1281,,PKMYT1
gene14085,tig00047875_CDS_3210_4073,,Cht11
gene14088,tig00048455_CDS_26888_27073,,PRRX2
gene14089,tig00048455_CDS_37492_39354,,KSR1
gene14091,tig00048579_CDS_16375_17324,,AUB5
gene14093,tig00048908_CDS_4000_4281,,Indy-2
gene14096,tig00049723_CDS_4365_6524,,Vkr
gene14099,tig00050212_CDS_6221_6595,,CLSTN2
gene14106,tig00050957_CDS_5324_5689,,COPS8
gene14115,tig00052095_CDS_5710_6336,,CDK5RAP2
gene14120,tig00052374_CDS_1378_2130,,AIPL1
gene14122,tig00052609_CDS_4406_4540,,VAMP2
gene14126,tig00053492_CDS_4174_4792,,DGKE
gene14142,tig00055867_CDS_2214_3599,,CYP3A4
gene14143,tig00055874_CDS_7673_9688,,USP20
gene14146,tig00056184_CDS_1296_3308,,HPX2
gene14158,tig00057589_CDS_5263_6118,,XPC
gene14159,tig00057646_CDS_17635_17946,,CLPP
gene14162,tig00058553_CDS_18124_18489,,CORO1C
gene14164,tig00058696_CDS_2_2207,,sev
gene14165,tig00058989_CDS_4139_5167,,CSNK2A2
gene14170,tig00059979_CDS_7309_8029,,EPHX1
gene14172,tig00060325_CDS_496_1143,,HEXB
gene14175,tig00060888_CDS_8116_9219,,Cyp28c1
gene14181,tig00061363_CDS_6959_7159,,XRCC6BP1
gene14184,tig00062105_CDS_1674_1847,,HNRNPK
gene14187,tig00062375_CDS_4093_4323,,RNF144A
gene14189,tig00062906_CDS_18947_20197,,Mad
gene14191,tig00063018_CDS_131_628,,EIF6
gene14193,tig00063118_CDS_5470_6252,,RNASEH2A
gene14196,tig00063377_CDS_11172_12072,,RAP1GDS1
gene14200,tig00064070_CDS_5406_5978,,DERA
gene14204,tig00064706_CDS_11740_11923,,SLC37A1
gene14213,tig00065570_CDS_8338_9501,,ZNF367
gene14215,tig00065935_CDS_14107_14394,,IST1
gene14219,tig00066497_CDS_12704_13576,,METTL6
gene14218,tig00066497_CDS_1325_1546,,APH1A
gene14227,tig00068424_CDS_3907_4264,,APOD
gene14228,tig00068460_CDS_3_257,,RPL35A
gene14234,tig00069334_CDS_12931_13458,,HEMK1
gene14233,tig00069334_CDS_5498_6775,,egg
gene14237,tig00069651_CDS_8904_9042,,SNRPE
gene14245,tig00070806_CDS_4166_4336,,CTNNAL1
gene14247,tig00071368_CDS_11220_11585,,DNAJC12
gene14255,tig00073818_CDS_1_495,,HCCS
gene14256,tig00073864_CDS_261_567,,SPAG7
gene14258,tig00073895_CDS_3408_3629,,GRIA2
gene14266,tig00074898_CDS_7902_8367,,SLC52A3
gene14267,tig00075679_CDS_3095_3445,,ROBO4
gene14275,tig00076191_CDS_2045_2200,,DIRAS1
gene14283,tig00078064_CDS_3379_4377,,FNTA
gene14289,tig00079421_CDS_16244_16657,,NTMT1
gene14290,tig00079545_CDS_403_531,,His4r
gene14291,tig00079545_CDS_8066_8631,,PPIL2
gene14292,tig00079545_CDS_9194_9622,,C12orf65
gene14295,tig00079700_CDS_14735_15124,,APBB2
gene14300,tig00080544_CDS_4990_6375,,METTL25
gene14302,tig00080609_CDS_20188_21057,,ucp1
gene14307,tig00081742_CDS_4999_5196,,Obp19a
gene14308,tig00081905_CDS_1308_2119,,Arr1
gene14313,tig00083143_CDS_4120_5091,,CA14
gene14315,tig00083362_CDS_3993_5045,,DEGS1
gene14318,tig00084004_CDS_4852_5970,,GON4L
gene14319,tig00084412_CDS_66_1109,,ATF6
gene14321,tig00084656_CDS_10369_11169,,EMX2
gene14323,tig00084984_CDS_3986_4111,,SLC19A2
gene14325,tig00085184_CDS_1623_3185,,FAM20A
gene14344,tig00335064_CDS_24027_24401,,HTB1
gene14349,tig00335066_CDS_61150_61785,,nAChRa3
gene14350,tig00335066_CDS_73141_73314,,nAChRa3
gene14348,tig00335066_CDS_8452_8573,,nAChRa3
gene14363,tig00335069_CDS_111586_111951,,TADA1
gene14364,tig00335069_CDS_140338_142047,,SLC22A14
gene14365,tig00335069_CDS_155532_158367,,GIGYF1
gene14370,tig00335069_CDS_275741_278578,,BIRC6
gene14360,tig00335069_CDS_82656_83507,,TIPRL
gene14374,tig00335073_CDS_16105_16515,,INTS4
gene14376,tig00335073_CDS_39619_40170,,CHMP2A
gene14379,tig00335074_CDS_18252_18593,,nAChRa3
gene14380,tig00335075_CDS_17572_17949,,nAChRa3
gene14382,tig00335076_CDS_68877_69143,,KCTD5
gene14388,tig00335077_CDS_16484_16833,,UNK
gene14392,tig00335083_CDS_95851_96099,,Obp83abL1
gene14404,tig00335096_CDS_14149_14748,,NSMCE4A
gene14405,tig00335097_CDS_13603_14133,,NSMCE4A
gene14408,tig00335097_CDS_142171_142626,,TMEM86A
gene14414,tig00335102_CDS_2789_3058,,CYCS
gene14421,tig00335115_CDS_32259_32483,,ABRA
gene14431,tig00335136_CDS_11294_11725,,RCE1
gene14433,tig00335137_CDS_30749_32351,,FBXO11
gene14435,tig00335137_CDS_51658_51924,,SNRPF
gene14437,tig00335137_CDS_78657_79157,,CCNG2
gene14439,tig00335138_CDS_65272_66096,,LONRF3
gene14440,tig00335144_CDS_16478_17638,,RCL1
gene14445,tig00335152_CDS_11058_11169,,GCSH
gene14447,tig00335152_CDS_44064_44228,,DNAL4
gene14448,tig00335152_CDS_60687_62972,,PRPF8
gene14456,tig00335165_CDS_75887_76216,,TAZ
gene14457,tig00335165_CDS_87115_87244,,TAZ
gene14458,tig00335165_CDS_95986_96924,,MOS
gene14460,tig00335168_CDS_30876_31079,,MPC1
gene14468,tig00335170_CDS_56220_57232,,spz4
gene14470,tig00335172_CDS_7716_8051,,ato
gene14475,tig00335175_CDS_73615_74481,,DGAT1
gene14476,tig00335176_CDS_13759_14649,,6-Mar
gene14480,tig00335176_CDS_76251_77054,,METTL2A
gene14488,tig00335182_CDS_10844_11407,,NTHL1
gene14492,tig00335183_CDS_2647_3090,,NTHL1
gene14495,tig00335183_CDS_89637_90542,,PLS3
gene14497,tig00335185_CDS_4627_4866,,SLC25A36
gene14501,tig00335187_CDS_1_630,,RBM39
gene14506,tig00335187_CDS_81407_83017,,COG5
gene14521,tig00335246_CDS_10245_11060,,FOXRED1
gene14522,tig00335246_CDS_26827_27435,,FOXRED1
gene14523,tig00335248_CDS_18214_18543,,GMFG
gene14524,tig00335248_CDS_37079_38050,,EXOC3
gene14526,tig00335248_CDS_46882_47145,,MRPS21
gene14528,tig00335250_CDS_37633_37905,,ATPAF1
gene14532,tig00335256_CDS_13204_13830,,DRAP1
gene14531,tig00335256_CDS_366_517,,TIMM10
gene14559,tig00335287_CDS_7660_7932,,RPL7A
gene14567,tig00335307_CDS_7362_7841,,BCAN
gene14575,tig00335324_CDS_45005_45462,,CECR1
gene14589,tig00335342_CDS_12985_13286,,HRASLS
gene14595,tig00335394_CDS_14813_15460,,MRPL22
gene14600,tig00335432_CDS_15418_15669,,FOXRED1
gene14609,tig00335481_CDS_16274_17071,,FOXRED1
gene14610,tig00335481_CDS_24809_25606,,FOXRED1
gene14608,tig00335481_CDS_7739_8536,,FOXRED1
gene14613,tig00335504_CDS_12697_13512,,FOXRED1
gene14614,tig00335504_CDS_25465_26280,,FOXRED1
gene14615,tig00335513_CDS_12038_13663,,TMEM131
gene14619,tig00335529_CDS_180366_180872,,ARPC4
gene14620,tig00335529_CDS_190033_191373,,CGGBP1
gene14622,tig00335529_CDS_214684_215124,,CCDC64
gene14628,tig00335532_CDS_76471_79194,,WAPAL
gene14631,tig00335543_CDS_43967_44047,,CDC34
gene14632,tig00335544_CDS_7991_8137,,BANF1
gene14646,tig00335587_CDS_16730_18649,,MEPCE
gene14650,tig00335590_CDS_18469_18633,,TMEM189
gene14651,tig00335590_CDS_34721_35482,,GPROR69
gene14653,tig00335590_CDS_44948_45703,,GPROR69
gene14655,tig00335590_CDS_65797_66437,,TRIM45
gene14656,tig00335590_CDS_91192_91725,,TRIM45
gene14658,tig00335593_CDS_6390_6866,,BCAN
gene14665,tig00335595_CDS_141202_141609,,FAM135B
gene14662,tig00335595_CDS_45278_45649,,BCAN
gene14672,tig00335605_CDS_64184_64612,,BCAN
gene14680,tig00335607_CDS_103288_104466,,AKAP1
gene14682,tig00335609_CDS_1865_3157,,SDAD1
gene14685,tig00335609_CDS_62211_62442,,EIF4A2
gene14687,tig00335613_CDS_67935_68198,,SLC26A11
gene14688,tig00335613_CDS_78208_78558,,SLC26A11
gene14691,tig00335629_CDS_22606_23388,,HDHD3
gene14696,tig00335639_CDS_33272_33610,,EMC8
